corner,vdd_v,temp_c,vctrl_v,vbp_v,freq_hz,current_a,power_w,energy_j,vmin_v,vmax_v
sf,1.32,27,0.5,8.70574e-01,FAIL,FAIL,FAIL,FAIL,-1.32573e-03,1.32267e+00
sf,1.32,27,0.55,0.810736,347955587,1.0259e-05,1.354188e-05,3.89184152e-14,-0.00284063,1.32602
sf,1.32,27,0.6,0.748647,753176522,1.60583e-05,2.1196956e-05,2.81434105e-14,-0.00470162,1.3301
sf,1.32,27,0.65,0.68638,1.31123466e+09,2.89757e-05,3.8247924e-05,2.91693968e-14,-0.00691655,1.33424
sf,1.32,27,0.7,0.624974,1.91681043e+09,4.10023e-05,5.4123036e-05,2.82359879e-14,-0.00926579,1.33839
sf,1.32,27,0.75,0.565116,2.50789988e+09,5.30874e-05,7.0075368e-05,2.79418522e-14,-0.0113895,1.34244
sf,1.32,27,0.8,0.507041,3.06213063e+09,6.78025e-05,8.94993e-05,2.92277864e-14,-0.013148,1.34599
sf,1.32,27,0.85,0.451262,3.56315696e+09,7.90955e-05,0.00010440606,2.93015607e-14,-0.0144806,1.34803
sf,1.32,27,0.9,0.398723,3.99904023e+09,8.99037e-05,0.000118672884,2.96753414e-14,-0.0154155,1.34732
sf,1.32,27,0.95,0.350352,4.36662154e+09,9.97687e-05,0.000131694684,3.01593996e-14,-0.0160601,1.34251
sf,1.32,125,0.35,1.02627e+00,FAIL,FAIL,FAIL,FAIL,1.31981e+00,1.32000e+00
sf,1.32,125,0.4,9.68897e-01,FAIL,FAIL,FAIL,FAIL,1.32000e+00,1.32108e+00
sf,1.32,125,0.45,9.09143e-01,FAIL,FAIL,FAIL,FAIL,-1.06690e-03,1.32260e+00
sf,1.32,125,0.5,0.846883,395452299,1.24923e-05,1.6489836e-05,4.16986728e-14,-0.00217282,1.32506
sf,1.32,125,0.55,0.783405,745906836,1.81538e-05,2.3963016e-05,3.21260174e-14,-0.00356057,1.32817
sf,1.32,125,0.6,0.719917,1.22636187e+09,2.91919e-05,3.8533308e-05,3.142083e-14,-0.00521489,1.3315
sf,1.32,125,0.65,0.657887,1.76404177e+09,3.93307e-05,5.1916524e-05,2.94304391e-14,-0.00698196,1.33474
sf,1.32,125,0.7,0.597781,2.29869204e+09,5.16615e-05,6.819318e-05,2.96660791e-14,-0.00860477,1.33785
sf,1.32,125,0.75,0.540099,2.79353018e+09,6.19441e-05,8.1766212e-05,2.92698509e-14,-0.00994482,1.34043
sf,1.32,125,0.8,0.48509,3.23279346e+09,7.24559e-05,9.5641788e-05,2.95848743e-14,-0.0109759,1.34162
sf,1.32,125,0.85,0.433459,3.61115124e+09,8.17536e-05,0.000107914752,2.98837531e-14,-0.0117227,1.34009
sf,1.32,125,0.9,0.385893,3.9306631e+09,8.95504e-05,0.000118206528,3.00729228e-14,-0.0122509,1.33452
sf,1.32,125,0.95,0.343306,4.19533479e+09,9.6787e-05,0.00012775884,3.04525971e-14,-0.0126184,1.32439
fs,1.08,-40,0.35,6.89197e-01,FAIL,FAIL,FAIL,FAIL,2.08718e-05,5.82153e-04
fs,1.08,-40,0.4,5.68449e-01,FAIL,FAIL,FAIL,FAIL,-5.87489e-04,1.08000e+00
fs,1.08,-40,0.45,5.20137e-01,FAIL,FAIL,FAIL,FAIL,-1.39629e-04,1.08412e+00
fs,1.08,-40,0.5,0.468519,360439592,6.35454e-06,6.8629032e-06,1.904037e-14,-0.00672863,1.08948
fs,1.08,-40,0.55,0.414443,710277719,1.2416e-05,1.340928e-05,1.88789253e-14,-0.0118942,1.09601
fs,1.08,-40,0.6,0.359149,1.14210009e+09,1.89037e-05,2.0415996e-05,1.78758378e-14,-0.0173771,1.10276
fs,1.08,-40,0.65,0.303977,1.62649231e+09,2.9024e-05,3.134592e-05,1.92720985e-14,-0.0222513,1.1088
fs,1.08,-40,0.7,0.250596,2.11028341e+09,3.95262e-05,4.2688296e-05,2.02287028e-14,-0.0258189,1.11283
fs,1.08,-40,0.75,0.202677,2.53190196e+09,4.68905e-05,5.064174e-05,2.00014616e-14,-0.0278813,1.11315
fs,1.08,-40,0.8,0.164493,2.85877644e+09,5.43091e-05,5.8653828e-05,2.0517109e-14,-0.0288972,1.10746
fs,1.08,-40,0.85,0.136679,3.09693404e+09,5.99194e-05,6.4712952e-05,2.08958122e-14,-0.0293669,1.09431
fs,1.08,-40,0.9,0.116905,3.26893531e+09,6.2137e-05,6.710796e-05,2.0528996e-14,-0.0296055,1.07559
fs,1.08,-40,0.95,0.10264,3.39547044e+09,6.4814e-05,6.999912e-05,2.06154408e-14,-0.0297485,1.05438
fs,1.08,27,0.35,6.11858e-01,FAIL,FAIL,FAIL,FAIL,4.61616e-04,1.08000e+00
fs,1.08,27,0.4,5.61834e-01,FAIL,FAIL,FAIL,FAIL,4.56546e-07,1.08268e+00
fs,1.08,27,0.45,0.507602,290236165,5.82545e-06,6.291486e-06,2.16771263e-14,-0.00412435,1.08609
fs,1.08,27,0.5,0.451177,612869024,1.02439e-05,1.1063412e-05,1.80518375e-14,-0.00738849,1.09046
fs,1.08,27,0.55,0.393495,1.01218673e+09,1.71522e-05,1.8524376e-05,1.83013425e-14,-0.0112819,1.09562
fs,1.08,27,0.6,0.336142,1.45683401e+09,2.55971e-05,2.7644868e-05,1.89759903e-14,-0.0152348,1.10093
fs,1.08,27,0.65,0.280342,1.90854264e+09,3.37118e-05,3.6408744e-05,1.90767255e-14,-0.0184887,1.10523
fs,1.08,27,0.7,0.229235,2.31685279e+09,4.28647e-05,4.6293876e-05,1.99813628e-14,-0.0206542,1.10657
fs,1.08,27,0.75,0.186697,2.64585263e+09,4.89786e-05,5.2896888e-05,1.99923788e-14,-0.0218234,1.10226
fs,1.08,27,0.8,0.154721,2.89151053e+09,5.38983e-05,5.8210164e-05,2.01314031e-14,-0.0224377,1.09015
fs,1.08,27,0.85,0.131807,3.07021584e+09,5.83478e-05,6.3015624e-05,2.05248189e-14,-0.0227406,1.07163
fs,1.08,27,0.9,0.115305,3.20153674e+09,6.01601e-05,6.4972908e-05,2.02942878e-14,-0.0229115,1.04989
fs,1.08,27,0.95,0.103143,3.30033003e+09,6.12173e-05,6.6114684e-05,2.00327493e-14,-0.0230152,1.0276
fs,1.08,125,0.35,5.97154e-01,FAIL,FAIL,FAIL,FAIL,-1.89544e-03,1.08238e+00
fs,1.08,125,0.4,0.540919,359425207,7.70216e-06,8.3183328e-06,2.31434319e-14,-0.00355578,1.08464
fs,1.08,125,0.45,0.482137,682505341,1.32552e-05,1.4315616e-05,2.09750974e-14,-0.00565639,1.08753
fs,1.08,125,0.5,0.422849,1.07884176e+09,1.96578e-05,2.1230424e-05,1.96789046e-14,-0.00800043,1.0908
fs,1.08,125,0.55,0.364152,1.49979003e+09,2.59871e-05,2.8066068e-05,1.87133315e-14,-0.0103271,1.0942
fs,1.08,125,0.6,0.307794,1.90526998e+09,3.35014e-05,3.6181512e-05,1.89902284e-14,-0.0123039,1.09691
fs,1.08,125,0.65,0.25622,2.26305784e+09,4.07591e-05,4.4019828e-05,1.94514816e-14,-0.0137167,1.0969
fs,1.08,125,0.7,0.212645,2.55395224e+09,4.65335e-05,5.025618e-05,1.96778073e-14,-0.0145902,1.09119
fs,1.08,125,0.75,0.178943,2.77716063e+09,5.14492e-05,5.5565136e-05,2.00078942e-14,-0.0150794,1.0781
fs,1.08,125,0.8,0.154035,2.94446735e+09,5.45081e-05,5.8868748e-05,1.99930042e-14,-0.0153633,1.05909
fs,1.08,125,0.85,0.135723,3.07040437e+09,5.72087e-05,6.1785396e-05,2.01228856e-14,-0.0155268,1.03692
fs,1.08,125,0.9,0.121988,3.16696225e+09,5.78053e-05,6.2429724e-05,1.97128097e-14,-0.0156304,1.01393
fs,1.08,125,0.95,0.111463,3.24296277e+09,5.91971e-05,6.3932868e-05,1.97143392e-14,-0.0157009,0.991625
fs,1.20,-40,0.35,7.81734e-01,FAIL,FAIL,FAIL,FAIL,-1.01797e-05,6.32010e-04
fs,1.20,-40,0.4,6.85936e-01,FAIL,FAIL,FAIL,FAIL,-2.59879e-04,1.20000e+00
fs,1.20,-40,0.45,6.36439e-01,FAIL,FAIL,FAIL,FAIL,-2.57709e-07,1.20297e+00
fs,1.20,-40,0.5,0.582989,343583577,7.49634e-06,8.995608e-06,2.61817171e-14,-0.00465174,1.20709
fs,1.20,-40,0.55,0.526699,756149385,1.31367e-05,1.576404e-05,2.08477853e-14,-0.00814026,1.2118
fs,1.20,-40,0.6,0.469053,1.26097044e+09,2.33861e-05,2.806332e-05,2.22553353e-14,-0.0121062,1.21711
fs,1.20,-40,0.65,0.411192,1.81264501e+09,3.48991e-05,4.187892e-05,2.31037626e-14,-0.0161475,1.22255
fs,1.20,-40,0.7,0.353839,2.37834752e+09,4.73371e-05,5.680452e-05,2.38840285e-14,-0.0196971,1.22736
fs,1.20,-40,0.75,0.298644,2.91324361e+09,5.82127e-05,6.985524e-05,2.39785097e-14,-0.0222995,1.23016
fs,1.20,-40,0.8,0.248622,3.37438839e+09,6.96447e-05,8.357364e-05,2.47670482e-14,-0.0238927,1.22902
fs,1.20,-40,0.85,0.206981,3.74237491e+09,7.82605e-05,9.39126e-05,2.50943858e-14,-0.0247491,1.22174
fs,1.20,-40,0.9,0.17499,4.02090873e+09,8.37075e-05,0.000100449,2.49816663e-14,-0.0251833,1.20774
fs,1.20,-40,0.95,0.151375,4.22868742e+09,8.8197e-05,0.0001058364,2.50281919e-14,-0.0254107,1.18897
fs,1.20,27,0.35,7.28883e-01,FAIL,FAIL,FAIL,FAIL,2.62115e-02,1.20000e+00
fs,1.20,27,0.4,6.77562e-01,FAIL,FAIL,FAIL,FAIL,3.09886e-06,1.20214e+00
fs,1.20,27,0.45,6.21802e-01,FAIL,FAIL,FAIL,FAIL,-3.21095e-03,1.20499e+00
fs,1.20,27,0.5,0.563588,598304405,1.20034e-05,1.440408e-05,2.40748353e-14,-0.00573463,1.20863
fs,1.20,27,0.55,0.503779,1.06416942e+09,2.12585e-05,2.55102e-05,2.39719349e-14,-0.00865975,1.21272
fs,1.20,27,0.6,0.443803,1.58222841e+09,3.04653e-05,3.655836e-05,2.31056147e-14,-0.0117132,1.21708
fs,1.20,27,0.65,0.38496,2.11081794e+09,4.1601e-05,4.99212e-05,2.36501685e-14,-0.0145917,1.22133
fs,1.20,27,0.7,0.328366,2.61396905e+09,5.1965e-05,6.2358e-05,2.38556765e-14,-0.0168878,1.22424
fs,1.20,27,0.75,0.276298,3.05642154e+09,6.21353e-05,7.456236e-05,2.43953129e-14,-0.0184405,1.22361
fs,1.20,27,0.8,0.231647,3.41810227e+09,6.98565e-05,8.38278e-05,2.45246612e-14,-0.0193639,1.2167
fs,1.20,27,0.85,0.196274,3.69795133e+09,7.65764e-05,9.189168e-05,2.48493481e-14,-0.0198743,1.2024
fs,1.20,27,0.9,0.169611,3.90899851e+09,7.99174e-05,9.590088e-05,2.45333631e-14,-0.0201545,1.18254
fs,1.20,27,0.95,0.149836,4.06801725e+09,8.42334e-05,0.00010108008,2.48475053e-14,-0.0203168,1.15995
fs,1.20,125,0.35,7.11788e-01,FAIL,FAIL,FAIL,FAIL,-1.56193e-03,1.20190e+00
fs,1.20,125,0.4,0.653987,323293978,9.00985e-06,1.081182e-05,3.34426892e-14,-0.0030194,1.20391
fs,1.20,125,0.45,0.593163,638569604,1.40668e-05,1.688016e-05,2.64343306e-14,-0.00490366,1.20653
fs,1.20,125,0.5,0.531945,1.06870718e+09,2.25759e-05,2.709108e-05,2.53493945e-14,-0.00700338,1.20953
fs,1.20,125,0.55,0.47076,1.5521202e+09,3.15052e-05,3.780624e-05,2.43578043e-14,-0.00910895,1.21266
fs,1.20,125,0.6,0.41142,2.03624516e+09,4.03678e-05,4.844136e-05,2.37895519e-14,-0.0110118,1.21556
fs,1.20,125,0.65,0.354853,2.48175907e+09,4.94674e-05,5.936088e-05,2.3918873e-14,-0.0125324,1.21705
fs,1.20,125,0.7,0.3029,2.86647939e+09,5.76042e-05,6.912504e-05,2.41149615e-14,-0.013606,1.21474
fs,1.20,125,0.75,0.258026,3.18167356e+09,6.4361e-05,7.72332e-05,2.42743948e-14,-0.0142964,1.20596
fs,1.20,125,0.8,0.221743,3.43006106e+09,7.04021e-05,8.448252e-05,2.46300339e-14,-0.0147167,1.19014
fs,1.20,125,0.85,0.193698,3.62174496e+09,7.39856e-05,8.878272e-05,2.45137968e-14,-0.0149703,1.16919
fs,1.20,125,0.9,0.172391,3.76960193e+09,7.71686e-05,9.260232e-05,2.45655434e-14,-0.0151287,1.14563
fs,1.20,125,0.95,0.156068,3.88500389e+09,7.86045e-05,9.43254e-05,2.4279358e-14,-0.0152338,1.12145
fs,1.32,-40,0.35,8.80573e-01,FAIL,FAIL,FAIL,FAIL,-1.71419e-05,1.21017e-03
fs,1.32,-40,0.4,8.03615e-01,FAIL,FAIL,FAIL,FAIL,1.12943e-02,1.32000e+00
fs,1.32,-40,0.45,7.53009e-01,FAIL,FAIL,FAIL,FAIL,-2.73517e-07,1.32239e+00
fs,1.32,-40,0.5,0.697887,307884617,8.45435e-06,1.1159742e-05,3.62465072e-14,-0.0036466,1.32589
fs,1.32,-40,0.55,0.639792,727505529,1.55782e-05,2.0563224e-05,2.82653852e-14,-0.00642399,1.32998
fs,1.32,-40,0.6,0.579946,1.30777077e+09,2.81257e-05,3.7125924e-05,2.8388709e-14,-0.00947147,1.33431
fs,1.32,-40,0.65,0.519675,1.945601e+09,4.11652e-05,5.4338064e-05,2.79286781e-14,-0.0125557,1.33878
fs,1.32,-40,0.7,0.459603,2.58879569e+09,5.52909e-05,7.2983988e-05,2.81922549e-14,-0.0155018,1.34316
fs,1.32,-40,0.75,0.400689,3.2067727e+09,6.9565e-05,9.18258e-05,2.86349575e-14,-0.0179752,1.34665
fs,1.32,-40,0.8,0.344449,3.76803949e+09,8.33513e-05,0.000110023716,2.9199194e-14,-0.0197683,1.3477
fs,1.32,-40,0.85,0.293148,4.24844932e+09,9.46978e-05,0.000125001096,2.9422758e-14,-0.0209112,1.34412
fs,1.32,-40,0.9,0.249301,4.63886441e+09,0.000104085,0.0001373922,2.96176366e-14,-0.0215784,1.33414
fs,1.32,-40,0.95,0.214215,4.94388688e+09,0.000111761,0.00014752452,2.98397847e-14,-0.0219524,1.31808
fs,1.32,27,0.35,8.46118e-01,FAIL,FAIL,FAIL,FAIL,2.81405e-01,1.32000e+00
fs,1.32,27,0.4,7.93851e-01,FAIL,FAIL,FAIL,FAIL,1.06054e-04,1.32169e+00
fs,1.32,27,0.45,7.36762e-01,FAIL,FAIL,FAIL,FAIL,-2.65188e-03,1.32417e+00
fs,1.32,27,0.5,0.676564,549513955,1.38754e-05,1.8315528e-05,3.33304147e-14,-0.00483334,1.32755
fs,1.32,27,0.55,0.614805,1.0429595e+09,2.44858e-05,3.2321256e-05,3.09899435e-14,-0.00733227,1.33124
fs,1.32,27,0.6,0.552639,1.63201358e+09,3.46333e-05,4.5715956e-05,2.80119949e-14,-0.0098947,1.33506
fs,1.32,27,0.65,0.491389,2.2427056e+09,4.7898e-05,6.322536e-05,2.81915558e-14,-0.0123268,1.33881
fs,1.32,27,0.7,0.431877,2.82893434e+09,6.08161e-05,8.0277252e-05,2.83772058e-14,-0.0144252,1.34199
fs,1.32,27,0.75,0.37507,3.36179654e+09,7.37892e-05,9.7401744e-05,2.89731228e-14,-0.0160277,1.34307
fs,1.32,27,0.8,0.322766,3.82204556e+09,8.47097e-05,0.000111816804,2.92557486e-14,-0.0171212,1.33948
fs,1.32,27,0.85,0.276982,4.20203378e+09,9.36228e-05,0.000123582096,2.94100672e-14,-0.0178098,1.32892
fs,1.32,27,0.9,0.239241,4.50369303e+09,0.000100745,0.0001329834,2.95276341e-14,-0.0182235,1.31144
fs,1.32,27,0.95,0.209597,4.7379892e+09,0.000106869,0.00014106708,2.97736179e-14,-0.018471,1.28937
fs,1.32,125,0.35,8.26766e-01,FAIL,FAIL,FAIL,FAIL,-1.29293e-03,1.32149e+00
fs,1.32,125,0.4,0.767335,297190068,1.08957e-05,1.4382324e-05,4.83943629e-14,-0.00258241,1.32326
fs,1.32,125,0.45,0.70527,585312176,1.63383e-05,2.1566556e-05,3.68462453e-14,-0.00430757,1.32569
fs,1.32,125,0.5,0.641833,1.01606397e+09,2.48995e-05,3.286734e-05,3.23477074e-14,-0.00627414,1.32853
fs,1.32,125,0.55,0.578644,1.53579162e+09,3.56172e-05,4.7014704e-05,3.06126842e-14,-0.00827056,1.33152
fs,1.32,125,0.6,0.517077,2.08472315e+09,4.71846e-05,6.2283672e-05,2.98762318e-14,-0.0101224,1.33443
fs,1.32,125,0.65,0.457495,2.60980766e+09,5.77934e-05,7.6287288e-05,2.92310001e-14,-0.0116896,1.33662
fs,1.32,125,0.7,0.40123,3.07872295e+09,6.91347e-05,9.1257804e-05,2.96414473e-14,-0.0128806,1.33632
fs,1.32,125,0.75,0.349523,3.47874487e+09,7.76737e-05,0.000102529284,2.9473068e-14,-0.0137125,1.33079
fs,1.32,125,0.8,0.304087,3.8089434e+09,8.54532e-05,0.000112798224,2.96140457e-14,-0.0142624,1.31812
fs,1.32,125,0.85,0.266117,4.07431551e+09,9.21733e-05,0.000121668756,2.98623795e-14,-0.0146152,1.29889
fs,1.32,125,0.9,0.23559,4.28412304e+09,9.54079e-05,0.000125938428,2.93965479e-14,-0.0148412,1.27536
fs,1.32,125,0.95,0.211639,4.44978419e+09,0.00010044,0.0001325808,2.97948832e-14,-0.0149909,1.24981
